first,dist,last,hits
a,-5,a,6786
a,-5,o,1125
a,-5,li,928
a,-5,ni,700
a,-5,mi,410
a,-5,pona,223
a,-5,lon,207
a,-5,jan,182
a,-5,la,170
a,-5,mute,159
a,-5,e,154
a,-5,kama,121
a,-5,ala,117
a,-5,toki,114
a,-5,musi,111
a,-5,tawa,111
a,-5,sona,103
a,-5,ale,98
a,-5,ma,97
a,-5,pi,78
a,-5,sin,59
a,-5,ona,56
a,-5,ike,49
a,-5,kalama,47
a,-5,sitelen,42
a,-5,sina,41
a,-4,a,11368
a,-4,ni,3074
a,-4,li,2984
a,-4,mi,1866
a,-4,pona,1584
a,-4,ken,1165
a,-4,toki,1125
a,-4,e,968
a,-4,sina,702
a,-4,la,696
a,-4,lon,669
a,-4,tawa,665
a,-4,ona,665
a,-4,sona,636
a,-4,mute,505
a,-4,jan,467
a,-4,ala,438
a,-4,musi,438
a,-4,o,432
a,-4,ale,321
a,-4,sin,250
a,-4,tenpo,245
a,-4,nasa,218
a,-4,anu,215
a,-4,pi,203
a,-4,sitelen,194
a,-4,lawa,181
a,-4,ike,172
a,-4,tan,152
a,-4,seme,114
a,-4,tu,56
a,-4,mu,51
a,-4,sama,50
a,-4,wile,49
a,-4,pilin,47
a,-4,nasin,47
a,-4,lili,45
a,-4,kepeken,45
a,-4,mama,43
a,-4,kama,42
a,-4,ma,41
a,-4,suwi,41
a,-3,a,22035
a,-3,li,11494
a,-3,o,9246
a,-3,ni,8429
a,-3,mi,7797
a,-3,pona,4426
a,-3,lon,4112
a,-3,e,4104
a,-3,ona,2886
a,-3,sina,2829
a,-3,mute,2702
a,-3,ala,2005
a,-3,toki,1997
a,-3,tawa,1787
a,-3,ale,1242
a,-3,sona,1095
a,-3,pi,915
a,-3,musi,915
a,-3,ike,774
a,-3,nasa,773
a,-3,tenpo,761
a,-3,seme,736
a,-3,pilin,684
a,-3,ilo,597
a,-3,kin,524
a,-3,kama,519
a,-3,lili,514
a,-3,kepeken,513
a,-3,pali,438
a,-3,taso,415
a,-3,sama,397
a,-3,suli,379
a,-3,la,377
a,-3,pakala,366
a,-3,lape,366
a,-3,anu,358
a,-3,lukin,314
a,-3,tan,297
a,-3,sin,280
a,-3,jan,276
a,-3,mu,268
a,-3,ken,262
a,-3,tu,261
a,-3,suwi,260
a,-3,wile,233
a,-3,wawa,223
a,-3,sitelen,221
a,-3,ante,193
a,-3,lawa,181
a,-3,wan,130
a,-3,soweli,124
a,-3,pana,121
a,-3,nanpa,114
a,-3,nimi,94
a,-3,kalama,89
a,-3,weka,85
a,-3,yeah,82
a,-3,pini,81
a,-3,moku,76
a,-3,jaki,74
a,-3,sike,69
a,-3,inli,65
a,-3,monsuta,64
a,-3,moli,61
a,-3,unpa,59
a,-3,p,57
a,-3,ma,57
a,-3,mama,46
a,-3,awen,44
a,-3,wa,41
a,-3,tomo,40
a,-3,utala,40
a,-2,a,86588
a,-2,li,27261
a,-2,kama,15103
a,-2,pona,11696
a,-2,mi,9670
a,-2,toki,6608
a,-2,tawa,6332
a,-2,sina,5828
a,-2,e,5816
a,-2,o,5099
a,-2,lon,4125
a,-2,sona,3519
a,-2,tenpo,3482
a,-2,mute,3211
a,-2,pilin,3090
a,-2,musi,2714
a,-2,ala,2665
a,-2,ni,2532
a,-2,lape,2393
a,-2,ike,2161
a,-2,tan,2090
a,-2,suwi,1857
a,-2,nasa,1787
a,-2,jan,1568
a,-2,wile,1293
a,-2,ken,1292
a,-2,wawa,1284
a,-2,pali,1136
a,-2,lili,1104
a,-2,sama,1089
a,-2,suli,1036
a,-2,sitelen,947
a,-2,nimi,934
a,-2,seme,895
a,-2,pakala,887
a,-2,anu,824
a,-2,ona,716
a,-2,kin,713
a,-2,sin,690
a,-2,la,677
a,-2,nasin,651
a,-2,suno,649
a,-2,tomo,647
a,-2,lukin,641
a,-2,ma,633
a,-2,awen,577
a,-2,ijo,574
a,-2,ante,561
a,-2,taso,549
a,-2,nanpa,526
a,-2,moku,512
a,-2,lawa,508
a,-2,mama,507
a,-2,kalama,500
a,-2,mu,383
a,-2,tu,361
a,-2,ale,347
a,-2,ilo,334
a,-2,soweli,315
a,-2,wan,283
a,-2,weka,272
a,-2,telo,257
a,-2,pini,230
a,-2,pi,227
a,-2,moli,221
a,-2,epiku,219
a,-2,monsuta,206
a,-2,lipu,198
a,-2,luka,194
a,-2,mani,184
a,-2,seli,175
a,-2,uta,175
a,-2,nja,160
a,-2,jaki,159
a,-2,wa,146
a,-2,kute,146
a,-2,poka,143
a,-2,lete,139
a,-2,kule,134
a,-2,kulupu,108
a,-2,pana,106
a,-2,sewi,102
a,-2,pimeja,102
a,-2,inli,100
a,-2,yeah,88
a,-2,msa,86
a,-2,unpa,76
a,-2,sijelo,63
a,-2,kala,61
a,-2,kepeken,60
a,-2,olin,57
a,-2,utala,55
a,-2,waso,53
a,-2,supa,51
a,-2,tuki,45
a,-2,oko,45
a,-2,sike,44
a,-2,n,40
a,-1,a,175858
a,-1,pona,58529
a,-1,toki,29418
a,-1,mute,19617
a,-1,lon,16962
a,-1,ni,10698
a,-1,ike,9826
a,-1,seme,9329
a,-1,mi,9213
a,-1,ala,8882
a,-1,wawa,6862
a,-1,suwi,6159
a,-1,musi,5693
a,-1,nasa,4599
a,-1,suli,4561
a,-1,sina,4154
a,-1,sona,3698
a,-1,lili,3386
a,-1,kin,3182
a,-1,pakala,2980
a,-1,sama,2563
a,-1,lape,2158
a,-1,mu,2052
a,-1,ken,1981
a,-1,lukin,1932
a,-1,ona,1896
a,-1,ale,1770
a,-1,taso,1755
a,-1,sin,1605
a,-1,kama,1582
a,-1,ante,1411
a,-1,wile,1341
a,-1,epiku,1225
a,-1,o,1088
a,-1,weka,1033
a,-1,tawa,1014
a,-1,e,961
a,-1,wan,918
a,-1,li,911
a,-1,pini,837
a,-1,tu,820
a,-1,jan,811
a,-1,moku,801
a,-1,monsuta,718
a,-1,pali,709
a,-1,n,703
a,-1,nimi,697
a,-1,sewi,658
a,-1,jaki,647
a,-1,moli,586
a,-1,soweli,583
a,-1,seli,558
a,-1,sitelen,504
a,-1,pilin,495
a,-1,awen,470
a,-1,la,461
a,-1,kute,454
a,-1,olin,451
a,-1,poka,449
a,-1,lete,433
a,-1,waso,414
a,-1,sike,414
a,-1,telo,404
a,-1,unpa,365
a,-1,nanpa,360
a,-1,pana,357
a,-1,ilo,356
a,-1,is,354
a,-1,kalama,353
a,-1,kule,353
a,-1,ijo,343
a,-1,tenpo,320
a,-1,nasin,306
a,-1,lawa,305
a,-1,inli,301
a,-1,it's,300
a,-1,suno,294
a,-1,ma,288
a,-1,utala,277
a,-1,pimeja,274
a,-1,tonsi,264
a,-1,tomo,261
a,-1,kulupu,257
a,-1,open,254
a,-1,uta,250
a,-1,pu,249
a,-1,lipu,245
a,-1,kasi,240
a,-1,kala,238
a,-1,luka,233
a,-1,pan,233
a,-1,pipi,230
a,-1,mun,229
a,-1,kijetesantakalu,223
a,-1,mani,221
a,-1,pi,218
a,-1,anpa,215
a,-1,ali,215
a,-1,tan,212
a,-1,nja,211
a,-1,namako,201
a,-1,kiwen,199
a,-1,len,197
a,-1,loje,192
a,-1,jo,188
a,-1,akesi,188
a,-1,kon,184
a,-1,oke,181
a,-1,pon,179
a,-1,linja,174
a,-1,kepeken,173
a,-1,wa,170
a,-1,laso,165
a,-1,msa,164
a,-1,kili,164
a,-1,ku,163
a,-1,poki,153
a,-1,i'm,146
a,-1,powe,145
a,-1,ko,145
a,-1,alasa,140
a,-1,like,138
a,-1,majuna,135
a,-1,oko,130
a,-1,walo,128
a,-1,or,126
a,-1,soko,125
a,-1,noka,124
a,-1,palisa,123
a,-1,meli,120
a,-1,jelo,115
a,-1,insa,113
a,-1,kulijo,112
a,-1,nena,106
a,-1,what's,104
a,-1,esun,101
a,-1,nijon,98
a,-1,kokosila,98
a,-1,owe,97
a,-1,yeah,93
a,-1,pula,93
a,-1,leko,92
a,-1,jami,91
a,-1,manka,89
a,-1,kuntu,88
a,-1,mama,87
a,-1,nini,87
a,-1,that's,83
a,-1,omekapo,82
a,-1,supa,82
a,-1,sijelo,82
a,-1,wuwojiti,80
a,-1,epelanto,79
a,-1,mije,78
a,-1,and,78
a,-1,peko,78
a,-1,tuki,77
a,-1,there's,74
a,-1,sonja,73
a,-1,usawi,71
a,-1,anu,69
a,-1,lanpan,69
a,-1,siko,68
a,-1,mewika,68
a,-1,en,68
a,-1,sinpin,67
a,-1,puwa,67
a,-1,meso,66
a,-1,te,65
a,-1,misa,63
a,-1,lupa,63
a,-1,su,62
a,-1,in,61
a,-1,as,60
a,-1,tiki,60
a,-1,monsi,59
a,-1,so,58
a,-1,epanja,57
a,-1,jasima,57
a,-1,po,57
a,-1,ka,55
a,-1,ki,54
a,-1,kanse,51
a,-1,okapo,50
a,-1,tosi,49
a,-1,not,48
a,-1,it’s,47
a,-1,niko,47
a,-1,ta,47
a,-1,its,45
a,-1,maybe,45
a,-1,os,45
a,-1,pa,44
a,-1,nimisin,43
a,-1,kiki,43
a,-1,i,42
a,-1,just,42
a,-1,to,42
a,-1,sp,42
a,-1,with,41
a,-1,losi,41
a,-1,nata,41
a,1,a,175858
a,1,mi,20050
a,1,pona,10944
a,1,ni,5796
a,1,lon,5732
a,1,sina,5575
a,1,li,4353
a,1,jan,4120
a,1,sona,3366
a,1,tawa,3351
a,1,e,3318
a,1,o,2716
a,1,toki,2603
a,1,ike,2363
a,1,la,2196
a,1,oke,1913
a,1,ona,1877
a,1,tenpo,1822
a,1,pakala,1550
a,1,musi,1550
a,1,ken,1381
a,1,taso,1254
a,1,nimi,1109
a,1,tan,1084
a,1,wawa,966
a,1,ala,949
a,1,suwi,917
a,1,ale,855
a,1,sitelen,775
a,1,ilo,741
a,1,n,708
a,1,seme,705
a,1,kin,629
a,1,pi,577
a,1,nasin,555
a,1,soweli,555
a,1,nasa,531
a,1,ma,524
a,1,pilin,507
a,1,kama,499
a,1,mu,427
a,1,ijo,403
a,1,kalama,381
a,1,anu,365
a,1,tomo,358
a,1,sama,350
a,1,mute,343
a,1,lipu,343
a,1,kulupu,312
a,1,pali,281
a,1,lukin,265
a,1,en,260
a,1,lape,223
a,1,moku,222
a,1,wile,221
a,1,pan,216
a,1,telo,209
a,1,waso,205
a,1,lawa,205
a,1,kepeken,192
a,1,suno,172
a,1,akesi,171
a,1,kasi,169
a,1,tu,168
a,1,suli,157
a,1,epiku,153
a,1,luka,142
a,1,mama,140
a,1,sike,138
a,1,mun,133
a,1,lili,132
a,1,kala,131
a,1,oki,128
a,1,kon,127
a,1,kili,126
a,1,wa,124
a,1,ante,123
a,1,sin,119
a,1,msa,119
a,1,kijetesantakalu,118
a,1,pipi,117
a,1,nanpa,117
a,1,nimisin,116
a,1,monsuta,112
a,1,len,109
a,1,kule,102
a,1,xd,101
a,1,sewi,97
a,1,poki,95
a,1,wan,95
a,1,ko,89
a,1,awen,81
a,1,jaki,77
a,1,pana,74
a,1,weka,74
a,1,linja,72
a,1,c,72
a,1,kute,70
a,1,i,68
a,1,pu,66
a,1,lu,65
a,1,palisa,63
a,1,pini,63
a,1,to,62
a,1,j,58
a,1,lot,58
a,1,nena,57
a,1,kiwen,56
a,1,jo,56
a,1,nata,55
a,1,leko,55
a,1,olin,53
a,1,seli,53
a,1,mije,52
a,1,ja,52
a,1,ka,51
a,1,unpa,51
a,1,meli,50
a,1,soko,50
a,1,kulijo,49
a,1,nano,47
a,1,sijelo,47
a,1,ta,47
a,1,w,46
a,1,sinpin,46
a,1,pon,45
a,1,pun,45
a,1,sela,44
a,1,uwu,44
a,1,mani,43
a,1,open,43
a,1,ki,43
a,1,ke,43
a,1,ali,41
a,1,noka,41
a,1,uta,41
a,1,oko,41
a,1,poka,40
a,1,moli,40
a,2,a,86588
a,2,li,8031
a,2,sona,7539
a,2,mi,6482
a,2,pona,4684
a,2,ni,3315
a,2,lon,2509
a,2,wile,2085
a,2,o,1836
a,2,toki,1820
a,2,ken,1611
a,2,kama,1576
a,2,la,1530
a,2,sina,1393
a,2,lukin,1343
a,2,pakala,1255
a,2,mute,1070
a,2,tawa,1070
a,2,pilin,992
a,2,jan,886
a,2,musi,875
a,2,ale,866
a,2,kin,709
a,2,ona,701
a,2,seme,699
a,2,sin,620
a,2,tenpo,490
a,2,pali,455
a,2,pi,451
a,2,sama,450
a,2,pana,386
a,2,awen,342
a,2,jo,335
a,2,pini,334
a,2,suwi,322
a,2,e,321
a,2,kepeken,314
a,2,ike,288
a,2,weka,282
a,2,nimi,249
a,2,lape,233
a,2,sitelen,231
a,2,nasa,219
a,2,ala,200
a,2,kute,195
a,2,olin,193
a,2,wawa,188
a,2,oke,169
a,2,b,168
a,2,ante,168
a,2,ma,161
a,2,alasa,143
a,2,nasin,130
a,2,tu,127
a,2,suno,122
a,2,taso,117
a,2,pan,110
a,2,lili,100
a,2,kala,97
a,2,tan,97
a,2,moku,92
a,2,kalama,91
a,2,ijo,84
a,2,sonja,84
a,2,suli,83
a,2,i,72
a,2,ilo,70
a,2,soweli,66
a,2,inli,62
a,2,uta,53
a,2,ku,49
a,2,en,49
a,2,lipu,47
a,2,oko,43
a,2,tepo,42
a,2,tomo,41
a,2,lawa,40
a,3,a,22035
a,3,e,3306
a,3,pona,3193
a,3,li,2789
a,3,ala,2168
a,3,mi,1964
a,3,lon,1590
a,3,sona,1557
a,3,la,1043
a,3,o,963
a,3,toki,823
a,3,musi,728
a,3,ni,716
a,3,sina,685
a,3,ken,620
a,3,wile,368
a,3,sama,357
a,3,ike,343
a,3,tawa,326
a,3,lukin,319
a,3,kama,260
a,3,suwi,216
a,3,tenpo,206
a,3,lape,187
a,3,mute,170
a,3,nasin,156
a,3,jan,156
a,3,nimi,151
a,3,nasa,148
a,3,tan,148
a,3,pakala,143
a,3,taso,134
a,3,ona,130
a,3,weka,130
a,3,kin,121
a,3,seme,118
a,3,sitelen,118
a,3,ale,115
a,3,wawa,111
a,3,pali,108
a,3,pilin,105
a,3,pan,103
a,3,kala,93
a,3,ma,83
a,3,moku,55
a,3,lili,54
a,3,suli,52
a,3,tomo,50
a,3,alasa,48
a,3,mu,47
a,3,olin,44
a,3,pini,43
a,4,a,11368
a,4,e,1397
a,4,li,748
a,4,ni,736
a,4,pona,735
a,4,mi,707
a,4,sona,511
a,4,mute,303
a,4,ala,250
a,4,musi,224
a,4,pilin,217
a,4,lon,207
a,4,toki,198
a,4,wile,148
a,4,tawa,140
a,4,sina,94
a,4,kin,75
a,4,lukin,74
a,4,pakala,69
a,4,la,55
a,4,tenpo,52
a,4,ken,51
a,4,sama,51
a,4,ona,50
a,4,taso,42
a,4,kama,41
a,4,ale,40
a,5,a,6786
a,5,ni,493
a,5,pona,252
a,5,mi,202
a,5,sona,199
a,5,e,185
a,5,musi,104
a,5,ala,79
a,5,lon,74
a,5,toki,72
a,5,sina,57
a,5,nimi,53
a,5,taso,53
a,5,li,49
a,5,mute,42
a,5,la,40
ah,1,mi,82
ah,1,oki,50
ah,1,oke,49
ah,1,pona,48
akesi,-3,mi,185
akesi,-3,li,175
akesi,-3,la,60
akesi,-2,ni,280
akesi,-2,ona,263
akesi,-2,lukin,159
akesi,-2,jo,143
akesi,-2,soweli,129
akesi,-2,li,129
akesi,-2,olin,105
akesi,-2,mi,101
akesi,-2,moku,100
akesi,-2,moli,93
akesi,-2,ala,83
akesi,-2,waso,62
akesi,-2,utala,60
akesi,-2,akesi,50
akesi,-2,pana,46
akesi,-2,alasa,42
akesi,-2,sitelen,41
akesi,-2,la,41
akesi,-1,e,1507
akesi,-1,li,987
akesi,-1,pi,657
akesi,-1,mi,593
akesi,-1,la,526
akesi,-1,en,421
akesi,-1,jan,296
akesi,-1,sama,260
akesi,-1,tawa,233
akesi,-1,sina,174
akesi,-1,a,171
akesi,-1,soweli,155
akesi,-1,anu,152
akesi,-1,waso,149
akesi,-1,kama,137
akesi,-1,nimi,132
akesi,-1,sitelen,131
akesi,-1,taso,123
akesi,-1,toki,121
akesi,-1,kala,113
akesi,-1,akesi,113
akesi,-1,tan,102
akesi,-1,o,85
akesi,-1,ala,82
akesi,-1,ken,79
akesi,-1,lon,73
akesi,-1,pipi,73
akesi,-1,wile,70
akesi,-1,nanpa,70
akesi,-1,pilin,69
akesi,-1,mu,63
akesi,-1,ma,60
akesi,-1,ilo,53
akesi,-1,monsuta,53
akesi,-1,lawa,52
akesi,-1,musi,46
akesi,-1,pona,43
akesi,-1,kulupu,43
akesi,1,li,2378
akesi,1,linja,852
akesi,1,suli,609
akesi,1,pi,606
akesi,1,ni,380
akesi,1,seli,356
akesi,1,lili,328
akesi,1,ala,324
akesi,1,suwi,321
akesi,1,en,247
akesi,1,e,217
akesi,1,mute,210
akesi,1,waso,203
akesi,1,jan,197
akesi,1,la,191
akesi,1,a,188
akesi,1,kiwen,175
akesi,1,o,161
akesi,1,telo,158
akesi,1,ale,153
akesi,1,kala,146
akesi,1,anu,139
akesi,1,lon,135
akesi,1,kon,129
akesi,1,wawa,123
akesi,1,pona,122
akesi,1,mi,121
akesi,1,tawa,120
akesi,1,akesi,113
akesi,1,kasi,105
akesi,1,pipi,97
akesi,1,laso,95
akesi,1,ike,92
akesi,1,tomo,86
akesi,1,sewi,85
akesi,1,nasa,82
akesi,1,soweli,82
akesi,1,monsuta,77
akesi,1,kilo,69
akesi,1,kin,68
akesi,1,tan,67
akesi,1,tu,64
akesi,1,kokosila,60
akesi,1,jaki,56
akesi,1,alasa,55
akesi,1,sina,54
akesi,1,ante,51
akesi,1,palisa,49
akesi,1,sike,47
akesi,1,kule,45
akesi,1,taso,45
akesi,1,tima,40
akesi,1,nu,40
akesi,2,li,917
akesi,2,suwi,384
akesi,2,pona,201
akesi,2,lon,185
akesi,2,ken,159
akesi,2,lili,128
akesi,2,kama,100
akesi,2,tawa,81
akesi,2,moku,80
akesi,2,alasa,70
akesi,2,jo,68
akesi,2,wile,67
akesi,2,seme,66
akesi,2,toki,52
akesi,2,noka,51
akesi,2,akesi,50
akesi,2,soweli,48
akesi,2,mu,47
akesi,2,pipi,46
akesi,2,pi,43
akesi,2,nalasuni,42
akesi,2,kala,42
akesi,2,mi,40
akesi,3,e,113
akesi,3,ale,62
akesi,3,tawa,40
akesi,4,anpa,48
akesi,5,ante,45
ako,-2,ilo,43
ako,-1,musi,149
ako,-1,o,47
ako,1,li,78
ala,-5,tenpo,2967
ala,-5,li,563
ala,-5,mi,546
ala,-5,toki,423
ala,-5,ni,422
ala,-5,tan,385
ala,-5,pi,372
ala,-5,ala,137
ala,-5,ken,134
ala,-5,taso,108
ala,-5,wile,107
ala,-5,e,105
ala,-5,la,101
ala,-5,pilin,94
ala,-5,a,79
ala,-5,suno,54
ala,-5,pini,42
ala,-5,moku,40
ala,-4,la,7263
ala,-4,ni,5006
ala,-4,taso,3042
ala,-4,toki,2403
ala,-4,mi,2034
ala,-4,jan,1913
ala,-4,mute,1004
ala,-4,pini,972
ala,-4,pona,879
ala,-4,lon,787
ala,-4,ala,738
ala,-4,ken,497
ala,-4,sina,466
ala,-4,ona,430
ala,-4,ike,380
ala,-4,suli,380
ala,-4,lape,356
ala,-4,li,328
ala,-4,seme,312
ala,-4,nimi,297
ala,-4,lawa,268
ala,-4,e,264
ala,-4,lili,258
ala,-4,ilo,254
ala,-4,a,250
ala,-4,kin,237
ala,-4,ijo,221
ala,-4,ante,220
ala,-4,ale,190
ala,-4,kijetesantakalu,165
ala,-4,ma,156
ala,-4,sitelen,148
ala,-4,kama,136
ala,-4,tenpo,125
ala,-4,nasin,96
ala,-4,wile,76
ala,-4,sona,69
ala,-4,musi,69
ala,-4,awen,62
ala,-4,meli,60
ala,-4,sijelo,55
ala,-4,mije,50
ala,-4,weka,49
ala,-4,pakala,47
ala,-4,wan,44
ala,-4,pali,44
ala,-4,seli,42
ala,-4,nasa,42
ala,-4,ko,41
ala,-4,suno,41
ala,-4,tawa,41
ala,-3,la,23829
ala,-3,ni,17715
ala,-3,ona,16963
ala,-3,mi,12743
ala,-3,taso,12614
ala,-3,jan,5997
ala,-3,li,5426
ala,-3,sina,3406
ala,-3,pona,2390
ala,-3,mute,2275
ala,-3,o,2273
ala,-3,a,2168
ala,-3,ala,1993
ala,-3,toki,1467
ala,-3,ante,1454
ala,-3,ale,1367
ala,-3,pi,940
ala,-3,ijo,938
ala,-3,nimi,731
ala,-3,ilo,712
ala,-3,kin,710
ala,-3,sona,691
ala,-3,lon,616
ala,-3,tenpo,610
ala,-3,tu,598
ala,-3,n,583
ala,-3,ike,579
ala,-3,sin,445
ala,-3,ma,432
ala,-3,lili,423
ala,-3,telo,348
ala,-3,pali,306
ala,-3,pilin,294
ala,-3,suli,274
ala,-3,lawa,256
ala,-3,suno,252
ala,-3,wan,251
ala,-3,soweli,242
ala,-3,sitelen,237
ala,-3,musi,234
ala,-3,sewi,212
ala,-3,nasa,185
ala,-3,tonsi,177
ala,-3,jo,173
ala,-3,nasin,173
ala,-3,seme,172
ala,-3,pimeja,156
ala,-3,nano,150
ala,-3,ken,146
ala,-3,pakala,135
ala,-3,waso,125
ala,-3,moku,124
ala,-3,e,120
ala,-3,kon,119
ala,-3,penpo,117
ala,-3,nanpa,117
ala,-3,lape,114
ala,-3,kepeken,109
ala,-3,tan,106
ala,-3,inli,105
ala,-3,tawa,105
ala,-3,seli,103
ala,-3,pipi,100
ala,-3,kijetesantakalu,97
ala,-3,tomo,96
ala,-3,mani,90
ala,-3,wawa,89
ala,-3,lete,86
ala,-3,kulupu,81
ala,-3,lipu,64
ala,-3,kalama,60
ala,-3,laso,58
ala,-3,sama,57
ala,-3,walo,55
ala,-3,p,55
ala,-3,utala,51
ala,-3,unpa,48
ala,-3,ali,47
ala,-3,kasi,45
ala,-3,olin,43
ala,-3,kala,43
ala,-3,msa,42
ala,-3,kapilu,42
ala,-3,suwi,41
ala,-3,pu,41
ala,-3,lukin,40
ala,-2,li,107262
ala,-2,mi,106398
ala,-2,sina,36081
ala,-2,o,16954
ala,-2,pi,16622
ala,-2,toki,5096
ala,-2,ken,3809
ala,-2,pilin,3740
ala,-2,kama,2968
ala,-2,e,2899
ala,-2,jan,2324
ala,-2,sona,2157
ala,-2,la,2081
ala,-2,ala,1692
ala,-2,wile,1398
ala,-2,pona,1282
ala,-2,ni,1275
ala,-2,lon,1191
ala,-2,tenpo,886
ala,-2,awen,879
ala,-2,taso,831
ala,-2,pali,690
ala,-2,ona,666
ala,-2,nimi,545
ala,-2,tan,503
ala,-2,kepeken,451
ala,-2,tawa,435
ala,-2,ijo,397
ala,-2,ike,356
ala,-2,wan,356
ala,-2,anu,235
ala,-2,tomo,219
ala,-2,jo,216
ala,-2,lukin,211
ala,-2,a,200
ala,-2,nanpa,199
ala,-2,mute,198
ala,-2,suli,193
ala,-2,moku,190
ala,-2,ma,181
ala,-2,tu,171
ala,-2,musi,166
ala,-2,nasin,157
ala,-2,pana,148
ala,-2,ale,124
ala,-2,sama,101
ala,-2,sitelen,97
ala,-2,ante,92
ala,-2,lape,84
ala,-2,kalama,74
ala,-2,wawa,74
ala,-2,kin,69
ala,-2,mama,55
ala,-2,kute,47
ala,-2,ali,46
ala,-2,mani,43
ala,-2,nasa,42
ala,-2,lili,41
ala,-2,moli,41
ala,-1,sona,58022
ala,-1,ken,48074
ala,-1,wile,27223
ala,-1,lon,26223
ala,-1,pona,21509
ala,-1,toki,12519
ala,-1,jo,11526
ala,-1,ike,8693
ala,-1,pali,7097
ala,-1,kepeken,7029
ala,-1,lukin,6804
ala,-1,jan,5967
ala,-1,suli,5882
ala,-1,mute,5210
ala,-1,ni,5151
ala,-1,lape,5000
ala,-1,moku,4817
ala,-1,kama,4540
ala,-1,sama,4441
ala,-1,musi,4221
ala,-1,mi,4126
ala,-1,wawa,3905
ala,-1,tawa,3898
ala,-1,pana,3809
ala,-1,li,3800
ala,-1,moli,3306
ala,-1,pakala,3057
ala,-1,pilin,3047
ala,-1,ala,2680
ala,-1,kute,2527
ala,-1,pini,2500
ala,-1,sin,2490
ala,-1,tenpo,2433
ala,-1,ante,2398
ala,-1,nasa,2309
ala,-1,weka,2299
ala,-1,awen,2250
ala,-1,ale,1999
ala,-1,taso,1988
ala,-1,e,1980
ala,-1,sina,1789
ala,-1,pu,1787
ala,-1,utala,1699
ala,-1,tan,1643
ala,-1,lawa,1605
ala,-1,olin,1585
ala,-1,la,1571
ala,-1,ijo,1551
ala,-1,o,1521
ala,-1,kalama,1369
ala,-1,wan,1366
ala,-1,nimi,1362
ala,-1,unpa,1323
ala,-1,suwi,1218
ala,-1,sitelen,1094
ala,-1,soweli,1071
ala,-1,jaki,1066
ala,-1,lili,1007
ala,-1,telo,997
ala,-1,mani,968
ala,-1,a,949
ala,-1,mu,901
ala,-1,monsuta,892
ala,-1,open,879
ala,-1,inli,786
ala,-1,len,784
ala,-1,sewi,744
ala,-1,seli,738
ala,-1,insa,736
ala,-1,alasa,714
ala,-1,nanpa,712
ala,-1,anu,701
ala,-1,kule,698
ala,-1,ilo,664
ala,-1,kon,618
ala,-1,pi,615
ala,-1,poka,607
ala,-1,tomo,591
ala,-1,ona,571
ala,-1,lanpan,570
ala,-1,tu,541
ala,-1,tonsi,520
ala,-1,nasin,518
ala,-1,meli,514
ala,-1,ma,492
ala,-1,esun,490
ala,-1,suno,489
ala,-1,kiwen,483
ala,-1,mije,469
ala,-1,sike,460
ala,-1,lete,459
ala,-1,luka,458
ala,-1,kasi,443
ala,-1,kokosila,440
ala,-1,waso,433
ala,-1,anpa,420
ala,-1,poki,407
ala,-1,uta,405
ala,-1,ali,356
ala,-1,kala,352
ala,-1,lipu,350
ala,-1,kulupu,342
ala,-1,akesi,324
ala,-1,mama,318
ala,-1,oko,304
ala,-1,seme,300
ala,-1,linja,284
ala,-1,powe,279
ala,-1,kili,259
ala,-1,ko,245
ala,-1,pimeja,235
ala,-1,noka,228
ala,-1,kin,228
ala,-1,sijelo,227
ala,-1,n,226
ala,-1,kijetesantakalu,226
ala,-1,ku,224
ala,-1,en,218
ala,-1,loje,209
ala,-1,pipi,202
ala,-1,mun,198
ala,-1,namako,195
ala,-1,laso,176
ala,-1,walo,170
ala,-1,epiku,170
ala,-1,kipisi,163
ala,-1,pan,161
ala,-1,supa,159
ala,-1,palisa,157
ala,-1,jelo,142
ala,-1,pula,133
ala,-1,ki,127
ala,-1,pasila,111
ala,-1,wuwojiti,110
ala,-1,nena,109
ala,-1,lupa,107
ala,-1,isipin,104
ala,-1,tula,100
ala,-1,majuna,92
ala,-1,selo,91
ala,-1,meso,86
ala,-1,nimisin,86
ala,-1,leko,84
ala,-1,apeja,82
ala,-1,sinpin,75
ala,-1,soko,72
ala,-1,linluwi,70
ala,-1,kan,67
ala,-1,pake,67
ala,-1,lu,67
ala,-1,jasima,66
ala,-1,owe,62
ala,-1,x,62
ala,-1,epelanto,61
ala,-1,nijon,61
ala,-1,kapilu,60
ala,-1,mewika,57
ala,-1,sonja,52
ala,-1,monsi,46
ala,-1,sola,46
ala,-1,yupekosi,45
ala,-1,tama,45
ala,-1,nja,43
ala,-1,kanse,43
ala,-1,misikeke,43
ala,-1,kiki,40
ala,1,e,77788
ala,1,li,17909
ala,1,la,13470
ala,1,lon,13415
ala,1,tawa,10973
ala,1,sona,10432
ala,1,toki,10409
ala,1,pona,10025
ala,1,ken,9002
ala,1,a,8882
ala,1,wile,6332
ala,1,tan,4831
ala,1,lukin,4002
ala,1,pali,3488
ala,1,kama,3469
ala,1,kepeken,3445
ala,1,ala,2680
ala,1,taso,2678
ala,1,jo,2500
ala,1,lape,2472
ala,1,ni,2454
ala,1,pana,2367
ala,1,mi,2348
ala,1,pi,2261
ala,1,moku,2199
ala,1,nimi,1816
ala,1,anu,1810
ala,1,kute,1572
