first,dist,last,hits
kalama,3,kalama,40
kalama,3,pilin,40
kalama,4,pona,1288
kalama,4,mute,219
kalama,4,tawa,183
kalama,4,la,100
kalama,4,usawi,82
kalama,4,li,75
kalama,4,seme,47
kalama,4,kepeken,45
kalama,4,mi,45
kalama,5,tawa,231
kalama,5,mute,222
kalama,5,mi,121
kalama,5,ale,54
kalama,5,li,54
kalama,5,a,47
kalama,5,kili,41
kalamar,-1,jan,54
kali,-1,jan,104
kali,1,li,56
kalikimaka,-1,mele,58
kaliponija,-1,ma,73
kaliponja,-2,lon,52
kaliponja,-1,ma,139
kalu,-2,kijete,74
kalu,-1,santa,90
kama,-5,tenpo,1205
kama,-5,mi,188
kama,-5,e,161
kama,-5,ni,91
kama,-5,la,88
kama,-5,taso,80
kama,-5,pi,78
kama,-5,nasin,56
kama,-5,suno,50
kama,-5,jan,48
kama,-5,ala,46
kama,-5,pali,43
kama,-5,pona,41
kama,-5,toki,41
kama,-4,tenpo,2561
kama,-4,la,2052
kama,-4,ni,1249
kama,-4,jan,1226
kama,-4,mi,899
kama,-4,toki,638
kama,-4,e,608
kama,-4,kama,608
kama,-4,pini,510
kama,-4,li,505
kama,-4,sina,503
kama,-4,ken,482
kama,-4,pi,448
kama,-4,suno,417
kama,-4,ona,414
kama,-4,seme,205
kama,-4,taso,172
kama,-4,tan,141
kama,-4,tawa,130
kama,-4,mute,127
kama,-4,pona,117
kama,-4,lili,105
kama,-4,ijo,100
kama,-4,pilin,91
kama,-4,ala,78
kama,-4,wan,58
kama,-4,suli,55
kama,-4,jelo,53
kama,-4,tomo,53
kama,-4,wile,51
kama,-4,tu,50
kama,-4,nasin,50
kama,-4,ante,48
kama,-4,lon,44
kama,-4,a,41
kama,-3,la,9658
kama,-3,jan,4876
kama,-3,ni,3685
kama,-3,mi,3083
kama,-3,li,2078
kama,-3,toki,1820
kama,-3,ona,1581
kama,-3,ken,1579
kama,-3,pona,1557
kama,-3,kama,1310
kama,-3,sina,1283
kama,-3,taso,1245
kama,-3,lon,1198
kama,-3,sin,1051
kama,-3,tenpo,1009
kama,-3,lili,904
kama,-3,pini,831
kama,-3,mute,822
kama,-3,sona,708
kama,-3,wile,561
kama,-3,seme,501
kama,-3,ala,499
kama,-3,ijo,498
kama,-3,tawa,439
kama,-3,ale,414
kama,-3,lawa,395
kama,-3,ma,367
kama,-3,pilin,357
kama,-3,lape,344
kama,-3,ante,335
kama,-3,sijelo,328
kama,-3,e,328
kama,-3,tu,327
kama,-3,tomo,308
kama,-3,nimi,287
kama,-3,a,260
kama,-3,telo,246
kama,-3,suli,222
kama,-3,mama,219
kama,-3,poka,217
kama,-3,kin,200
kama,-3,pali,196
kama,-3,ike,189
kama,-3,wan,182
kama,-3,sitelen,166
kama,-3,nanpa,165
kama,-3,musi,165
kama,-3,en,156
kama,-3,ilo,140
kama,-3,olin,129
kama,-3,ko,129
kama,-3,moku,129
kama,-3,suno,118
kama,-3,weka,118
kama,-3,soweli,106
kama,-3,o,102
kama,-3,kulupu,101
kama,-3,nasin,100
kama,-3,sewi,98
kama,-3,uta,89
kama,-3,sama,77
kama,-3,wawa,70
kama,-3,pi,68
kama,-3,luka,65
kama,-3,jo,61
kama,-3,lukin,53
kama,-3,lipu,50
kama,-3,kalama,47
kama,-3,meli,46
kama,-3,open,45
kama,-3,kala,40
kama,-2,mi,14331
kama,-2,la,14182
kama,-2,ona,8918
kama,-2,li,5930
kama,-2,sina,5432
kama,-2,lon,5323
kama,-2,ni,4624
kama,-2,tenpo,4311
kama,-2,jan,3450
kama,-2,mute,3073
kama,-2,sin,2857
kama,-2,pona,2718
kama,-2,taso,2391
kama,-2,ale,2390
kama,-2,ala,1816
kama,-2,ken,1708
kama,-2,a,1576
kama,-2,kama,1264
kama,-2,telo,1175
kama,-2,wile,1124
kama,-2,pi,1091
kama,-2,suno,1073
kama,-2,tu,1064
kama,-2,ike,979
kama,-2,ante,937
kama,-2,sona,916
kama,-2,lili,905
kama,-2,seme,850
kama,-2,tomo,837
kama,-2,toki,830
kama,-2,suli,826
kama,-2,ijo,782
kama,-2,wan,697
kama,-2,ma,693
kama,-2,tawa,649
kama,-2,o,578
kama,-2,e,567
kama,-2,ilo,543
kama,-2,pali,486
kama,-2,sewi,474
kama,-2,nasin,465
kama,-2,kin,462
kama,-2,kulupu,460
kama,-2,lipu,449
kama,-2,lete,433
kama,-2,wawa,433
kama,-2,soweli,382
kama,-2,seli,342
kama,-2,ali,337
kama,-2,pimeja,328
kama,-2,kasi,310
kama,-2,pakala,307
kama,-2,lawa,305
kama,-2,pini,305
kama,-2,nimi,293
kama,-2,lape,293
kama,-2,musi,291
kama,-2,moku,287
kama,-2,kon,267
kama,-2,open,257
kama,-2,nasa,243
kama,-2,waso,235
kama,-2,sitelen,233
kama,-2,kala,213
kama,-2,weka,201
kama,-2,kalama,193
kama,-2,loje,183
kama,-2,mun,180
kama,-2,moli,176
kama,-2,tan,173
kama,-2,sike,171
kama,-2,utala,171
kama,-2,mani,169
kama,-2,lukin,159
kama,-2,walo,152
kama,-2,pipi,151
kama,-2,nanpa,149
kama,-2,kili,143
kama,-2,jaki,143
kama,-2,monsuta,143
kama,-2,meli,136
kama,-2,sama,133
kama,-2,linja,127
kama,-2,sijelo,127
kama,-2,awen,121
kama,-2,kule,119
kama,-2,kiwen,116
kama,-2,luka,115
kama,-2,en,112
kama,-2,suwi,111
kama,-2,ko,108
kama,-2,pilin,108
kama,-2,jawe,106
kama,-2,len,105
kama,-2,unpa,102
kama,-2,pan,101
kama,-2,akesi,100
kama,-2,anu,97
kama,-2,mama,94
kama,-2,kijetesantakalu,94
kama,-2,inli,93
kama,-2,nano,88
kama,-2,olin,87
kama,-2,alasa,85
kama,-2,esun,85
kama,-2,lupa,84
kama,-2,jelo,81
kama,-2,anpa,73
kama,-2,insa,73
kama,-2,uta,70
kama,-2,mije,69
kama,-2,pu,68
kama,-2,jesu,68
kama,-2,poki,67
kama,-2,kipisi,66
kama,-2,poka,66
kama,-2,ku,62
kama,-2,mu,60
kama,-2,soko,57
kama,-2,laso,52
kama,-2,selo,52
kama,-2,pana,51
kama,-2,siko,50
kama,-2,penpo,50
kama,-2,epelanto,48
kama,-2,namako,48
kama,-2,palisa,48
kama,-2,n,46
kama,-2,sonja,46
kama,-2,nijon,45
kama,-2,noka,44
kama,-2,jo,42
kama,-2,tonsi,42
kama,-2,nena,41
kama,-1,li,61051
kama,-1,o,38934
kama,-1,mi,35117
kama,-1,tenpo,18023
kama,-1,sina,9019
kama,-1,wile,8351
kama,-1,ken,8091
kama,-1,pi,6316
kama,-1,ala,3469
kama,-1,suno,3430
kama,-1,e,1556
kama,-1,tawa,1240
kama,-1,open,861
kama,-1,awen,746
kama,-1,lon,636
kama,-1,la,628
kama,-1,kama,500
kama,-1,a,499
kama,-1,jan,490
kama,-1,sona,483
kama,-1,alasa,413
kama,-1,lili,382
kama,-1,pona,367
kama,-1,tan,341
kama,-1,toki,297
kama,-1,ijo,296
kama,-1,lukin,285
kama,-1,nimi,272
kama,-1,taso,228
kama,-1,pini,228
kama,-1,tempo,226
kama,-1,mun,216
kama,-1,mute,215
kama,-1,sike,194
kama,-1,ni,192
kama,-1,nasin,181
kama,-1,poka,177
kama,-1,ma,170
kama,-1,anu,167
kama,-1,esun,162
kama,-1,en,161
kama,-1,kalama,156
kama,-1,ona,152
kama,-1,jo,149
kama,-1,pali,138
kama,-1,pimeja,133
kama,-1,nanpa,133
kama,-1,tu,130
kama,-1,ike,130
kama,-1,kin,124
kama,-1,sama,117
kama,-1,tomo,112
kama,-1,kulupu,106
kama,-1,lipu,95
kama,-1,n,91
kama,-1,musi,90
kama,-1,wan,85
kama,-1,suli,83
kama,-1,sitelen,81
kama,-1,sin,80
kama,-1,telo,77
kama,-1,ilo,73
kama,-1,pakala,73
kama,-1,weka,72
kama,-1,ale,71
kama,-1,pilin,68
kama,-1,moli,58
kama,-1,ante,54
kama,-1,moku,54
kama,-1,poki,51
kama,-1,utala,46
kama,-1,olin,45
kama,-1,pu,45
kama,-1,seli,44
kama,-1,seme,44
kama,-1,or,43
kama,-1,wawa,41
kama,-1,lawa,41
kama,-1,sewi,41
kama,-1,te,40
kama,1,pona,52688
kama,1,sona,40880
kama,1,la,13222
kama,1,lon,12207
kama,1,jo,10526
kama,1,e,7449
kama,1,tan,5466
kama,1,tawa,5034
kama,1,sin,4613
kama,1,ala,4540
kama,1,lili,4350
kama,1,suli,3060
kama,1,li,2782
kama,1,wawa,1880
kama,1,toki,1754
kama,1,jan,1681
kama,1,lukin,1582
kama,1,a,1582
kama,1,pi,1509
kama,1,weka,1466
kama,1,pilin,1379
kama,1,wan,1349
kama,1,ike,1335
kama,1,ante,1279
kama,1,moli,1182
kama,1,pakala,1081
kama,1,ken,1053
kama,1,lape,1025
kama,1,poka,932
kama,1,ni,925
kama,1,nasa,878
kama,1,pali,863
kama,1,anpa,837
kama,1,kepeken,832
kama,1,mi,819
kama,1,wile,796
kama,1,mute,750
kama,1,pini,708
kama,1,sina,700
kama,1,sama,684
kama,1,moku,668
kama,1,sewi,583
kama,1,seli,574
kama,1,o,558
kama,1,suno,526
kama,1,lawa,522
kama,1,kama,500
kama,1,kulupu,485
kama,1,telo,479
kama,1,nanpa,455
kama,1,tomo,448
kama,1,nimi,434
kama,1,musi,428
kama,1,pana,406
kama,1,taso,395
kama,1,tu,394
kama,1,anu,393
kama,1,kin,377
kama,1,lete,351
kama,1,ma,348
kama,1,jaki,335
kama,1,ona,315
kama,1,kiwen,315
kama,1,insa,305
kama,1,kute,295
kama,1,loje,293
kama,1,sitelen,293
kama,1,ijo,287
kama,1,tenpo,278
kama,1,pimeja,277
kama,1,awen,273
kama,1,soweli,271
kama,1,open,262
kama,1,ale,261
kama,1,ko,260
kama,1,kon,257
kama,1,kasi,257
kama,1,sike,224
kama,1,olin,219
kama,1,waso,219
kama,1,kalama,218
kama,1,seme,209
kama,1,kule,202
kama,1,unpa,193
kama,1,mama,186
kama,1,utala,174
kama,1,len,170
kama,1,meli,170
kama,1,kala,167
kama,1,en,160
kama,1,ilo,153
kama,1,nasin,148
kama,1,suwi,147
kama,1,alasa,146
kama,1,monsuta,142
kama,1,akesi,137
kama,1,lipu,133
kama,1,poki,123
kama,1,epiku,119
kama,1,luka,117
kama,1,esun,111
kama,1,pipi,106
kama,1,mani,104
kama,1,supa,104
kama,1,laso,104
kama,1,pon,103
kama,1,mun,96
kama,1,tonsi,96
kama,1,mu,93
kama,1,walo,92
kama,1,ta,89
kama,1,majuna,85
kama,1,pan,84
kama,1,sijelo,75
kama,1,kijetesantakalu,75
kama,1,mije,73
kama,1,monsi,71
kama,1,kili,68
kama,1,nena,65
kama,1,oko,65
kama,1,lanpan,63
kama,1,jelo,62
kama,1,ali,57
kama,1,sinpin,56
kama,1,kipisi,53
kama,1,linja,52
kama,1,soma,49
kama,1,palisa,47
kama,1,pu,47
kama,1,soko,43
kama,1,selo,41
kama,2,e,33572
kama,2,a,15103
kama,2,mi,8685
kama,2,la,5714
kama,2,lon,4543
kama,2,jan,3456
kama,2,pona,3127
kama,2,ma,2974
kama,2,ala,2968
kama,2,tenpo,2871
kama,2,li,2837
kama,2,toki,2564
kama,2,tawa,2506
kama,2,tan,2356
kama,2,tomo,2132
kama,2,ni,1987
kama,2,sina,1923
kama,2,pi,1882
kama,2,ona,1414
kama,2,kama,1264
kama,2,mute,1115
kama,2,kulupu,1002
kama,2,o,950
kama,2,sona,925
kama,2,kepeken,918
kama,2,sewi,790
kama,2,sin,691
kama,2,poka,616
kama,2,seme,588
kama,2,ilo,522
kama,2,ike,519
kama,2,lili,498
kama,2,ijo,436
kama,2,lape,430
kama,2,insa,421
kama,2,ken,413
kama,2,nasin,409
kama,2,lawa,406
kama,2,nimi,372
kama,2,pilin,361
kama,2,wile,334
kama,2,kin,316
kama,2,lipu,284
kama,2,pali,267
kama,2,sitelen,246
kama,2,weka,216
kama,2,wan,215
kama,2,anu,206
kama,2,lukin,198
kama,2,taso,191
kama,2,jo,181
kama,2,ale,175
kama,2,wawa,157
kama,2,poki,156
kama,2,musi,153
kama,2,soweli,139
kama,2,suno,134
kama,2,telo,132
kama,2,suli,128
kama,2,kasi,118
kama,2,nanpa,105
kama,2,uta,100
kama,2,pini,97
kama,2,tu,97
kama,2,kon,96
kama,2,oko,93
kama,2,moku,88
kama,2,pakala,86
kama,2,utala,85
kama,2,moli,84
kama,2,pana,79
kama,2,sinpin,64
kama,2,mama,63
kama,2,sike,62
kama,2,supa,62
kama,2,mani,59
kama,2,kalama,58
kama,2,inli,56
kama,2,lupa,53
kama,2,awen,50
kama,2,monsi,50
kama,2,en,49
kama,2,anpa,49
kama,2,sijelo,42
kama,2,sama,40
kama,3,toki,11517
kama,3,ni,4050
kama,3,mi,3572
kama,3,ona,2008
kama,3,e,1970
kama,3,tenpo,1695
kama,3,pona,1621
kama,3,ijo,1434
kama,3,jan,1337
kama,3,li,1325
kama,3,kama,1310
kama,3,nasin,1274
kama,3,sona,1220
kama,3,sitelen,1203
kama,3,wile,1202
kama,3,nimi,923
kama,3,ilo,815
kama,3,ken,811
kama,3,pi,796
kama,3,lipu,781
kama,3,ma,761
kama,3,tomo,758
kama,3,tawa,709
kama,3,sin,682
kama,3,lon,653
kama,3,pali,644
kama,3,mani,630
kama,3,seme,593
kama,3,a,519
kama,3,sina,470
kama,3,o,452
kama,3,moku,450
kama,3,lili,408
kama,3,pilin,399
kama,3,mute,358
kama,3,la,349
kama,3,kulupu,323
kama,3,lukin,310
kama,3,musi,301
kama,3,kepeken,238
kama,3,poki,229
kama,3,kon,224
kama,3,jo,218
kama,3,luka,203
kama,3,suno,198
kama,3,pini,191
kama,3,telo,190
kama,3,pana,187
kama,3,tan,176
kama,3,poka,167
kama,3,ale,167
kama,3,lape,159
kama,3,len,159
kama,3,kalama,142
kama,3,kili,140
kama,3,soweli,118
kama,3,en,114
kama,3,ike,114
kama,3,nanpa,114
kama,3,kala,111
kama,3,sike,110
kama,3,kiwen,91
kama,3,wawa,85
kama,3,weka,80
kama,3,misikeke,79
kama,3,pan,76
kama,3,taso,75
kama,3,kasi,74
kama,3,alasa,74
kama,3,moli,71
kama,3,awen,69
kama,3,pu,63
kama,3,kute,62
kama,3,tu,58
kama,3,ko,58
kama,3,palisa,52
kama,3,linja,52
kama,3,esun,48
kama,3,pakala,47
kama,3,sijelo,43
kama,3,ante,42
kama,3,uta,42
kama,4,pona,7242
kama,4,e,1424
kama,4,pi,945
kama,4,toki,834
kama,4,sin,824
kama,4,ni,716
kama,4,kama,608
kama,4,o,562
kama,4,tawa,462
kama,4,mute,455
kama,4,li,414
kama,4,lon,403
kama,4,sona,334
kama,4,epelanto,304
kama,4,lili,302
kama,4,tan,268
kama,4,nijon,263
kama,4,pali,223
kama,4,sitelen,219
kama,4,kepeken,205
kama,4,ante,204
kama,4,tomo,192
kama,4,epanja,190
kama,4,ken,168
kama,4,wile,152
kama,4,la,151
kama,4,ala,136
kama,4,lape,122
kama,4,kanse,122
kama,4,inli,121
kama,4,ma,113
kama,4,sonko,109
kama,4,nanpa,109
kama,4,losupan,107
kama,4,ale,107
kama,4,mi,100
kama,4,jan,95
kama,4,tosi,93
kama,4,lukin,91
kama,4,luka,83
kama,4,moku,82
kama,4,sina,78
kama,4,jo,60
kama,4,tu,58
kama,4,tenpo,53
kama,4,losi,50
kama,4,musi,49
kama,4,seme,47
kama,4,poka,47
kama,4,pu,44
kama,4,a,42
kama,4,kili,42
kama,4,ona,40
kama,5,lon,507
kama,5,la,410
kama,5,kepeken,387
kama,5,e,359
kama,5,tan,358
kama,5,li,254
kama,5,o,234
kama,5,toki,208
kama,5,pona,182
kama,5,pi,165
kama,5,tenpo,145
kama,5,a,121
kama,5,sona,120
kama,5,ni,118
kama,5,anu,84
kama,5,tomo,74
kama,5,lili,59
kama,5,taso,53
kama,5,mute,41
kamala,-1,li,45
kamala,1,musi,64
kamalawala,-1,o,86
kamalawala,-1,li,64
kamalawala,-1,pi,46
kamalawala,1,li,85
kamalawala,1,tonsi,41
kan,-1,mi,102
kan,-1,toki,102
kan,-1,nimi,99
kan,-1,li,98
kan,-1,jan,78
kan,-1,sitelen,54
kan,-1,musi,44
kan,-1,tawa,42
kan,1,li,145
kan,1,mi,134
kan,1,jan,133
kan,1,ala,67
kan,1,sina,56
kan,1,toki,49
kan,1,la,41
kan,1,e,40
kana,-1,sitelen,57
kana,1,li,49
kanata,-3,mi,115
kanata,-3,li,60
kanata,-2,lon,340
kanata,-2,pi,210
kanata,-2,tan,127
kanata,-2,tawa,88
kanata,-1,ma,1211
kanata,1,li,216
kanata,1,la,75
kanoli,-1,jan,49
kansa,-1,ma,50
kanse,-5,mi,53
kanse,-4,kama,122
kanse,-4,sona,40
kanse,-3,sona,219
kanse,-3,mi,123
kanse,-3,toki,63
kanse,-3,ala,55
kanse,-3,jan,53
kanse,-3,li,49
kanse,-2,pi,568
kanse,-2,e,502
kanse,-2,lon,346
kanse,-2,tan,248
kanse,-2,kepeken,123
kanse,-2,li,94
kanse,-2,tawa,68
kanse,-2,en,62
kanse,-2,mi,44
kanse,-1,toki,2105
kanse,-1,ma,1051
kanse,-1,jan,153
kanse,-1,nimi,57
kanse,1,li,644
kanse,1,la,253
kanse,1,e,121
kanse,1,lon,101
kanse,1,anu,89
kanse,1,en,79
kanse,1,pi,72
kanse,1,taso,68
kanse,1,tan,57
kanse,1,mi,53
kanse,1,a,51
kanse,1,kin,46
kanse,1,ala,43
kanse,2,toki,160
kanse,2,pona,100
kanse,2,lon,71
kanse,2,seme,63
kanse,2,mi,55
kanse,2,ike,49
kansi,-2,e,62
kansi,-1,sitelen,228
kansi,1,li,70
kanso,-1,jan,334
kanso,1,o,41
kanuka,-1,tenpo,49
kapesi,-1,telo,63
kapesi,-1,li,56
kapesi,1,li,133
kapi,-1,soweli,61
kapi,-1,jan,46
kapi,-1,sike,40
kapi,1,li,63
kapilu,-2,kapilu,262
kapilu,-2,pi,54
kapilu,-2,mi,50
kapilu,-1,jan,938
kapilu,-1,kapilu,193
kapilu,-1,moli,84
kapilu,-1,ma,74
kapilu,-1,ike,62
kapilu,-1,ala,46
kapilu,1,o,409
kapilu,1,li,315
kapilu,1,kapilu,193
kapilu,1,moli,95
kapilu,1,ike,64
kapilu,1,ala,60
kapilu,2,kapilu,262
kapilu,2,sina,69
kapilu,2,lon,53
kapilu,3,ala,42
kapo,-1,sike,104
kapo,-1,jan,62
kapo,1,li,66
kapo,1,o,52
kasa,-1,jan,114
kasa,1,suli,49
kasane,1,teto,62
kasape,-1,jan,168
kasape,1,li,55
kasatan,-1,ma,51
kasi,-5,jelo,49
kasi,-5,la,44
kasi,-4,mi,148
kasi,-4,ona,78
kasi,-4,soweli,68
kasi,-4,jo,57
kasi,-4,kasi,55
kasi,-4,moku,42
kasi,-3,li,1198
kasi,-3,mi,870
kasi,-3,moku,268
kasi,-3,o,190
kasi,-3,lon,132
kasi,-3,la,113
kasi,-3,e,112
kasi,-3,wile,99
kasi,-3,tawa,97
kasi,-3,kama,74
kasi,-3,pi,72
kasi,-3,kala,65
kasi,-3,pipi,65
kasi,-3,ona,62
kasi,-3,ko,55
kasi,-3,sina,49
kasi,-3,awen,46
kasi,-3,jan,43
kasi,-3,pali,42
kasi,-3,jo,40
kasi,-2,lon,1071
kasi,-2,moku,953
kasi,-2,li,908
kasi,-2,pi,842
kasi,-2,e,787
kasi,-2,ma,478
kasi,-2,jo,467
kasi,-2,ni,396
kasi,-2,pana,359
kasi,-2,telo,343
kasi,-2,tawa,317
kasi,-2,ala,286
kasi,-2,lukin,284
kasi,-2,ona,257
kasi,-2,kasi,218
kasi,-2,ilo,195
kasi,-2,pakala,169
kasi,-2,mama,166
kasi,-2,pona,145
kasi,-2,kon,141
kasi,-2,mi,139
kasi,-2,tenpo,123
kasi,-2,pali,121
kasi,-2,seli,120
kasi,-2,luka,118
kasi,-2,kama,118
kasi,-2,suli,104
kasi,-2,wile,99
kasi,-2,jan,98
kasi,-2,tan,97
kasi,-2,insa,92
kasi,-2,la,92
kasi,-2,lili,92
kasi,-2,soweli,91
kasi,-2,anpa,90
kasi,-2,olin,77
kasi,-2,kepeken,75
kasi,-2,sitelen,74
kasi,-2,kili,73
kasi,-2,weka,70
kasi,-2,kalama,65
kasi,-2,moli,63
kasi,-2,awen,61
kasi,-2,toki,59
kasi,-2,sewi,56
kasi,-2,esun,54
kasi,-2,nena,48
kasi,-2,alasa,47
kasi,-2,mute,45
kasi,-2,kulupu,45
kasi,-2,sona,44
kasi,-2,kule,42
kasi,-2,poka,41
kasi,-2,kipisi,41
kasi,-2,lipu,40
kasi,-2,palisa,40
kasi,-1,e,5406
kasi,-1,pi,2573
kasi,-1,ma,2496
kasi,-1,li,1262
kasi,-1,telo,1189
kasi,-1,la,875
kasi,-1,lon,757
kasi,-1,tan,596
kasi,-1,tawa,585
kasi,-1,laso,559
kasi,-1,lipu,460
kasi,-1,en,400
kasi,-1,kulupu,348
kasi,-1,kiwen,321
kasi,-1,sama,313
kasi,-1,moku,287
kasi,-1,mi,285
kasi,-1,jan,283
kasi,-1,ko,280
kasi,-1,kama,257
kasi,-1,kule,257
kasi,-1,o,244
kasi,-1,palisa,214
kasi,-1,taso,208
kasi,-1,soweli,204
kasi,-1,a,169
kasi,-1,poki,167
kasi,-1,tenpo,152
kasi,-1,kepeken,150
kasi,-1,anu,144
kasi,-1,tomo,138
kasi,-1,anpa,131
kasi,-1,sitelen,123
kasi,-1,kon,120
kasi,-1,mama,117
kasi,-1,insa,116
kasi,-1,sona,114
kasi,-1,ala,111
kasi,-1,sina,108
kasi,-1,pali,108
kasi,-1,akesi,105
kasi,-1,ijo,99
kasi,-1,poka,98
kasi,-1,ilo,97
kasi,-1,lili,96
kasi,-1,kasi,95
kasi,-1,seli,94
kasi,-1,nimi,93
kasi,-1,unpa,90
kasi,-1,toki,87
kasi,-1,suli,85
kasi,-1,sike,84
kasi,-1,kala,78
kasi,-1,noka,75
kasi,-1,jelo,72
kasi,-1,ken,70
kasi,-1,musi,68
kasi,-1,nasin,66
kasi,-1,sewi,66
kasi,-1,supa,57
kasi,-1,kili,55
kasi,-1,wile,54
kasi,-1,luka,51
kasi,-1,pona,50
kasi,-1,mun,50
kasi,-1,pakala,48
kasi,-1,nasa,44
kasi,-1,selo,43
kasi,-1,linja,43
kasi,-1,pipi,42
kasi,-1,jo,41
kasi,-1,ni,41
kasi,-1,kipisi,40
kasi,1,li,3862
kasi,1,suli,2192
kasi,1,pi,1144
kasi,1,nasa,1091
kasi,1,ni,1077
kasi,1,kule,1065
kasi,1,e,762
kasi,1,lili,651
kasi,1,mute,634
kasi,1,la,600
kasi,1,ike,575
kasi,1,lon,510
kasi,1,ala,443
kasi,1,mi,424
kasi,1,pona,397
kasi,1,kili,390
kasi,1,en,343
kasi,1,kiwen,333
kasi,1,loje,327
kasi,1,telo,303
kasi,1,anu,300
kasi,1,taso,300
kasi,1,laso,296
kasi,1,suwi,283
kasi,1,seli,269
kasi,1,tawa,260
kasi,1,o,260
kasi,1,a,240
kasi,1,ko,229
kasi,1,tan,215
kasi,1,moku,200
kasi,1,ale,181
kasi,1,pan,178
kasi,1,sin,174
kasi,1,anpa,168
kasi,1,palisa,168
kasi,1,moli,161
kasi,1,ante,146
kasi,1,sina,141
kasi,1,linja,140
kasi,1,jelo,139
kasi,1,wawa,134
kasi,1,sona,119
kasi,1,wan,106
kasi,1,walo,106
kasi,1,ma,105
kasi,1,ona,101
kasi,1,kin,101
kasi,1,seme,100
kasi,1,kasi,95
kasi,1,lipu,94
kasi,1,kepeken,92
kasi,1,sewi,92
kasi,1,pimeja,87
kasi,1,majeli,84
kasi,1,tu,84
kasi,1,soweli,80
kasi,1,sike,75
kasi,1,ken,74
kasi,1,musi,71
kasi,1,lete,71
kasi,1,jaki,69
kasi,1,losa,68
kasi,1,kiki,59
kasi,1,nanpa,58
kasi,1,noka,54
kasi,1,unpa,54
kasi,1,suno,53
kasi,1,namako,52
kasi,1,pakala,51
kasi,1,sama,48
kasi,1,ipiku,43
kasi,1,tomo,42
kasi,1,jan,41
kasi,1,poka,41
kasi,1,len,40
kasi,2,li,2153
kasi,2,pona,534
kasi,2,lon,487
kasi,2,mute,429
kasi,2,kama,310
kasi,2,pi,279
kasi,2,seme,252
kasi,2,mi,238
kasi,2,kasi,218
kasi,2,ma,218
kasi,2,ken,198
kasi,2,la,168
kasi,2,moku,140
kasi,2,kili,128
kasi,2,sina,117
kasi,2,jo,107
kasi,2,suli,104
kasi,2,pana,99
kasi,2,tawa,97
kasi,2,kule,93
kasi,2,ike,85
kasi,2,e,85
kasi,2,tenpo,81
kasi,2,ni,81
kasi,2,wile,78
kasi,2,ona,73
kasi,2,awen,70
kasi,2,toki,67
kasi,2,laso,65
kasi,2,poka,64
kasi,2,moli,61
kasi,2,telo,58
kasi,2,tan,50
kasi,2,kepeken,48
kasi,2,pali,48
kasi,2,pilin,44
kasi,2,suwi,43
kasi,2,lukin,41
kasi,3,lon,301
kasi,3,li,277
kasi,3,e,245
kasi,3,pona,164
kasi,3,tawa,149
kasi,3,mute,69
kasi,3,suli,67
kasi,3,ko,60
kasi,3,ma,50
kasi,3,telo,46
kasi,3,ala,45
kasi,3,mi,43
kasi,3,kili,43
kasi,4,lon,195
kasi,4,mi,92
kasi,4,kasi,55
kasi,4,pi,46
kasi,4,ke,42
kasi,5,ma,174
kasi,5,telo,46
kata,-1,kose,78
kata,-1,jan,43
katakana,-2,e,42
katakana,-1,sitelen,126
katala,-1,toki,69
kate,-1,jan,65
kawa,-1,jan,443
kawa,-1,soweli,69
kawa,1,o,176
kawa,1,li,147
ke,-4,kasi,42
ke,-3,ko,42
ke,-2,tan,83
ke,-2,mi,51
ke,-2,pi,50
ke,-1,jan,901
ke,-1,mi,59
ke,-1,nimi,58
ke,-1,li,56
ke,-1,lo,51
ke,-1,ma,46
ke,-1,a,43
ke,-1,ka,40
ke,1,tami,811
ke,1,li,110
ke,1,mi,63
ke,1,o,48
ke,2,o,217
ke,2,li,146
kekan,-2,pi,132
kekan,-2,mi,60
kekan,-2,la,41
kekan,-1,jan,901
kekan,-1,mun,503
kekan,1,san,1548
kekan,2,li,380
kekan,2,o,138
kekan,3,toki,40
keli,-1,waso,164
keli,-1,jan,67
keli,1,li,77
kelike,-1,toki,56
ken,-5,ni,324
ken,-5,toki,321
ken,-5,lon,304
ken,-5,la,249
ken,-5,tenpo,209
ken,-5,pilin,206
ken,-5,taso,155
ken,-5,li,134
ken,-5,jan,124
ken,-5,e,112
ken,-5,pi,83
ken,-5,mi,73
ken,-5,sina,56
ken,-5,nasin,55
ken,-5,jo,50
ken,-5,tan,46
ken,-5,ona,45
ken,-4,la,2619
ken,-4,tenpo,2421
ken,-4,ni,1411
ken,-4,mi,1284
ken,-4,li,1153
ken,-4,sina,1048
ken,-4,toki,710
ken,-4,nasin,577
ken,-4,ona,576
ken,-4,e,573
ken,-4,ken,512
ken,-4,pi,503
ken,-4,tan,440
ken,-4,jan,402
ken,-4,pona,379
ken,-4,lon,342
ken,-4,ante,332
ken,-4,mute,332
ken,-4,ala,298
ken,-4,taso,286
ken,-4,kulupu,278
ken,-4,o,262
ken,-4,pilin,243
ken,-4,tawa,216
ken,-4,tomo,204
ken,-4,seme,197
ken,-4,kama,168
ken,-4,kin,150
ken,-4,lili,141
ken,-4,wile,133
ken,-4,suno,110
ken,-4,ma,106
ken,-4,tu,105
ken,-4,sona,95
ken,-4,wan,88
ken,-4,lape,81
ken,-4,suli,70
ken,-4,lipu,61
ken,-4,kala,55
ken,-4,ale,52
ken,-4,a,51
ken,-4,kepeken,50
ken,-4,ali,46
